Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,timezone,ID,categories,Rating,Max Rating,Review Count
5:00am - 8:00pm,5:00am - 8:00pm,5:00am - 8:00pm,5:00am - 8:00pm,5:00am - 8:00pm,7:00am - 11:00am,7:00am - 11:00am,US/Pacific,1155,"School Activities; Travel & Outdoor; Health; Hobbies; Food & Drink; Government; Home & Lifestyle; Holidays; Other; Fashion; Family & Education; Science & Tech; Auto, Boat & Air; Business; Film & Media; Charity & Causes; Performing & Visual Arts; Sports & Fitness; Community",10.0,10,1625
5:00am - 7:45pm,5:00am - 7:45pm,5:00am - 7:45pm,5:00am - 7:45pm,5:00am - 7:45pm,7:00am - 11:45am,7:00am - 11:45am,US/Pacific,1156,"Other; Home & Lifestyle; Spirituality; Auto, Boat & Air; Sports & Fitness; Travel & Outdoor; Charity & Causes; Science & Tech; Health; Music; Government; Business; Holidays; Community; Performing & Visual Arts; Hobbies; Family & Education; Food & Drink; School Activities; Film & Media",3.2,5,558
5:00am - 6:15pm,5:00am - 6:15pm,5:00am - 6:15pm,5:00am - 6:15pm,5:00am - 6:15pm,7:30am - 11:30am,7:30am - 11:30am,US/Pacific,1157,Spirituality; Food & Drink,9.6,10,2159
5:00am - 8:00pm,5:00am - 8:00pm,5:00am - 8:00pm,5:00am - 8:00pm,5:00am - 8:00pm,7:00am - 11:45am,7:00am - 11:45am,US/Pacific,1158,"Holidays; Business; Film & Media; Performing & Visual Arts; Family & Education; Fashion; Community; Hobbies; Food & Drink; Music; Charity & Causes; Health; Home & Lifestyle; Spirituality; Travel & Outdoor; School Activities; Science & Tech; Auto, Boat & Air; Other; Government; Sports & Fitness",9.7,10,3
5:00am - 7:30pm,5:00am - 7:30pm,5:00am - 7:30pm,5:00am - 7:30pm,5:00am - 7:30pm,7:30am - 12:15pm,7:30am - 12:15pm,US/Pacific,1159,Science & Tech; Other; School Activities; Music; Charity & Causes; Hobbies; Home & Lifestyle,4.3,5,45
5:00am - 7:45pm,5:00am - 7:45pm,5:00am - 7:45pm,5:00am - 7:45pm,5:00am - 7:45pm,7:30am - 12:45pm,7:30am - 12:45pm,US/Pacific,1160,Film & Media; Community; Business; Charity & Causes; Home & Lifestyle; Science & Tech; Fashion; Music; School Activities; Travel & Outdoor; Government; Hobbies,9.8,10,217
5:00am - 8:00pm,5:00am - 8:00pm,5:00am - 8:00pm,5:00am - 8:00pm,5:00am - 8:00pm,7:15am - 12:00pm,7:15am - 12:00pm,US/Pacific,1161,,4.8,5,1108
6:00 AM - 9:00 PM,6:00 AM - 9:00 PM,6:00 AM - 9:00 PM,6:00 AM - 9:00 PM,6:00 AM - 9:00 PM,7:00 AM - 12:00 PM,7:00 AM - 12:00 PM,US/Pacific,1162,Holidays; School Activities,9.7,10,2920
5:00am - 7:45pm,5:00am - 7:45pm,5:00am - 7:45pm,5:00am - 7:45pm,5:00am - 7:45pm,7:00am - 12:45pm,7:00am - 12:45pm,US/Pacific,1163,Science & Tech; Home & Lifestyle; Business; Family & Education; Film & Media,9.5,10,569
5:00am - 6:45pm,5:00am - 6:45pm,5:00am - 6:45pm,5:00am - 6:45pm,5:00am - 6:45pm,7:00am - 10:30am,7:00am - 10:30am,US/Pacific,1164,"Music; Family & Education; Film & Media; Fashion; Health; Performing & Visual Arts; Government; Business; Auto, Boat & Air; Community; Charity & Causes",4.9,5,76
5:00am - 7:45pm,5:00am - 7:45pm,5:00am - 7:45pm,5:00am - 7:45pm,5:00am - 7:45pm,7:00am - 11:45am,7:00am - 11:45am,US/Pacific,1165,"Charity & Causes; Hobbies; Home & Lifestyle; Other; Family & Education; Performing & Visual Arts; Community; Sports & Fitness; Food & Drink; Spirituality; Film & Media; Business; School Activities; Government; Travel & Outdoor; Fashion; Holidays; Science & Tech; Health; Auto, Boat & Air; Music",4.7,5,1488
6:00 AM - 9:00 PM,6:00 AM - 9:00 PM,6:00 AM - 9:00 PM,6:00 AM - 9:00 PM,6:00 AM - 9:00 PM,9:00 AM - 11:15 AM,9:00 AM - 11:15 AM,US/Pacific,1166,Business,9.4,10,220
6:15am - 9:00pm,6:15am - 9:00pm,6:15am - 9:00pm,6:15am - 9:00pm,6:15am - 9:00pm,7:00am - 11:45am,7:00am - 11:45am,US/Pacific,1167,Hobbies; Family & Education; School Activities; Sports & Fitness; Charity & Causes; Performing & Visual Arts; Community; Home & Lifestyle; Government; Science & Tech; Fashion; Music; Health; Travel & Outdoor; Spirituality,9.2,10,714
5:00am - 9:30pm,5:00am - 9:30pm,5:00am - 9:30pm,5:00am - 9:30pm,5:00am - 9:30pm,7:00am - 1:00pm,7:00am - 1:00pm,US/Pacific,1168,Music; Spirituality; Hobbies; Holidays; Science & Tech; Fashion; Business; Community; Performing & Visual Arts,4.7,5,448
5:00am - 6:45pm,5:00am - 6:45pm,5:00am - 6:45pm,5:00am - 6:45pm,5:00am - 6:45pm,7:00am - 11:00am,7:00am - 11:00am,US/Pacific,1169,Hobbies; Spirituality,5.0,5,5
5:15 AM - 9:15 PM,5:15 AM - 9:15 PM,5:15 AM - 9:15 PM,5:15 AM - 9:15 PM,5:15 AM - 9:15 PM,8:15 AM - 11:45 AM,8:15 AM - 11:45 AM,US/Pacific,1170,"Film & Media; Science & Tech; Auto, Boat & Air; Business; Sports & Fitness; Food & Drink; Music; Health; Community; Family & Education; Home & Lifestyle; School Activities; Other; Travel & Outdoor; Performing & Visual Arts; Charity & Causes; Hobbies; Government; Holidays; Spirituality",4.4,5,1429
5:00am - 7:45pm,5:00am - 7:45pm,5:00am - 7:45pm,5:00am - 7:45pm,5:00am - 7:45pm,6:15am - 2:00pm,6:15am - 2:00pm,US/Pacific,1171,Government; Holidays; Music; Science & Tech; Home & Lifestyle; Film & Media; Spirituality; Business; Family & Education; Food & Drink,9.5,10,1317
5:00am - 8:00pm,5:00am - 8:00pm,5:00am - 8:00pm,5:00am - 8:00pm,5:00am - 8:00pm,7:00am - 12:00pm,7:00am - 12:00pm,US/Pacific,1172,Government; Spirituality; Other; School Activities,4.3,5,564
5:30am - 7:30pm,5:30am - 7:30pm,5:30am - 7:30pm,5:30am - 7:30pm,5:30am - 7:30pm,8:00am - 11:45am,8:00am - 11:45am,US/Pacific,1173,"Sports & Fitness; Family & Education; Government; Auto, Boat & Air; Fashion; Music; Community; Charity & Causes; Other; Science & Tech; School Activities; Performing & Visual Arts",5.0,5,1280
5:00am - 7:45pm,5:00am - 7:45pm,5:00am - 7:45pm,5:00am - 7:45pm,5:00am - 7:45pm,6:30am - 12:45pm,6:30am - 12:45pm,US/Pacific,1174,"Family & Education; Other; Community; Health; Auto, Boat & Air; Charity & Causes; Travel & Outdoor",5.0,5,1912
5:00am - 7:45pm,5:00am - 7:45pm,5:00am - 7:45pm,5:00am - 7:45pm,5:00am - 7:45pm,6:30am - 12:20pm,6:30am - 12:20pm,US/Pacific,1175,"Sports & Fitness; School Activities; Spirituality; Auto, Boat & Air; Business; Performing & Visual Arts; Science & Tech; Music; Other; Family & Education; Holidays",4.6,5,651
5:00am - 7:45pm,5:00am - 7:45pm,5:00am - 7:45pm,5:00am - 7:45pm,5:00am - 7:45pm,7:15am - 1:15pm,7:15am - 1:15pm,US/Pacific,1176,"Auto, Boat & Air; Home & Lifestyle; Community; Science & Tech; Charity & Causes; Film & Media; Health; Spirituality; School Activities; Music; Sports & Fitness; Other; Government; Family & Education; Fashion; Holidays; Business; Hobbies; Food & Drink",6.0,10,1978
4:30am - 8:00pm,4:30am - 8:00pm,4:30am - 8:00pm,4:30am - 8:00pm,4:30am - 8:00pm,7:15am - 1:00pm,7:15am - 1:00pm,US/Pacific,1177,Food & Drink; Hobbies,2.9,10,184
5:00am - 7:30pm,5:00am - 7:30pm,5:00am - 7:30pm,5:00am - 7:30pm,5:00am - 7:30pm,7:00am - 1:30pm,7:00am - 1:30pm,US/Pacific,1178,"Auto, Boat & Air; Other; Film & Media; Sports & Fitness; Hobbies",5.0,5,373
6:00am - 8:00pm,6:00am - 8:00pm,6:00am - 8:00pm,6:00am - 8:00pm,6:00am - 8:00pm,8:00am - 3:00pm,8:00am - 3:00pm,US/Pacific,1179,Sports & Fitness; Business; Film & Media; Charity & Causes; Spirituality; Holidays; Hobbies; Government; Fashion; Music; Community,10.0,10,261
5:30am - 8:00pm,5:30am - 8:00pm,5:30am - 8:00pm,5:30am - 8:00pm,5:30am - 8:00pm,6:45am - 12:30pm,6:45am - 12:30pm,US/Pacific,1180,Holidays,4.6,5,272
5:15 AM - 8:00 PM,5:15 AM - 8:00 PM,5:15 AM - 8:00 PM,5:15 AM - 8:00 PM,5:15 AM - 8:00 PM,7:45 AM - 1:45 PM,7:45 AM - 1:45 PM,US/Pacific,1181,"Science & Tech; Other; Family & Education; Home & Lifestyle; Business; Travel & Outdoor; Sports & Fitness; School Activities; Holidays; Music; Auto, Boat & Air; Performing & Visual Arts; Hobbies; Charity & Causes; Fashion; Health; Food & Drink; Government; Community; Film & Media",4.9,5,17
5:45am - 7:45pm,5:45am - 7:45pm,5:45am - 7:45pm,5:45am - 7:45pm,5:45am - 7:45pm,7:45am - 1:30pm,7:45am - 1:30pm,US/Pacific,1182,Food & Drink; School Activities; Film & Media; Government,9.6,10,122
5:00am - 7:45pm,5:00am - 7:45pm,5:00am - 7:45pm,5:00am - 7:45pm,5:00am - 7:45pm,7:00am - 11:30am,7:00am - 11:30am,US/Pacific,1183,"Performing & Visual Arts; Film & Media; Auto, Boat & Air; Science & Tech; Sports & Fitness; Music; School Activities; Other; Holidays; Health; Home & Lifestyle; Food & Drink; Fashion; Travel & Outdoor; Spirituality; Family & Education; Business; Community; Government; Charity & Causes; Hobbies",9.0,10,1024
5:00am - 8:00pm,5:00am - 8:00pm,5:00am - 8:00pm,5:00am - 8:00pm,5:00am - 8:00pm,6:15am - 1:30pm,6:15am - 1:30pm,US/Pacific,1184,Charity & Causes; Music; Travel & Outdoor; School Activities; Government; Family & Education; Hobbies; Holidays; Food & Drink; Performing & Visual Arts,4.5,5,483
5:00am - 9:15pm,5:00am - 9:15pm,5:00am - 9:15pm,5:00am - 9:15pm,5:00am - 9:15pm,6:00am - 1:15pm,6:00am - 1:15pm,US/Pacific,1185,Other;Sports & Fitness;Music;Science & Tech;Food & Drink;Holidays;School Activities;Charity & Causes;Community;Home & Lifestyle;Business;Performing & Visual Arts;Film & Media;Government;Travel & Outdoor;Spirituality;Health;Fashion,5.0,5,1758
6:00am - 8:00pm,6:00am - 8:00pm,6:00am - 8:00pm,6:00am - 8:00pm,6:00am - 8:00pm,8:30am - 12:00pm,8:30am - 12:00pm,US/Pacific,1186,,5.0,5,3983
5:00am - 7:45pm,5:00am - 7:45pm,5:00am - 7:45pm,5:00am - 7:45pm,5:00am - 7:45pm,7:00am - 11:00am,7:00am - 11:00am,US/Pacific,1187,Community; Hobbies; School Activities; Family & Education; Spirituality; Health; Food & Drink; Sports & Fitness,8.6,10,1770
5:00am - 8:00pm,5:00am - 8:00pm,5:00am - 8:00pm,5:00am - 8:00pm,5:00am - 8:00pm,8:00am - 11:30am,8:00am - 11:30am,US/Pacific,1188,Travel & Outdoor; Science & Tech; Other; Film & Media; Spirituality; Community; Sports & Fitness; Fashion; Hobbies; Government; Performing & Visual Arts; Health; Business; Food & Drink; Holidays; School Activities; Charity & Causes; Home & Lifestyle; Music,5.0,5,2328
5:00am - 7:45pm,5:00am - 7:45pm,5:00am - 7:45pm,5:00am - 7:45pm,5:00am - 7:45pm,6:30am - 12:45pm,6:30am - 12:45pm,US/Pacific,1189,School Activities; Home & Lifestyle; Fashion; Charity & Causes; Government; Film & Media; Family & Education,9.4,10,29
5:00am - 10:00pm,5:00am - 10:00pm,5:00am - 10:00pm,5:00am - 10:00pm,5:00am - 10:00pm,7:30am - 12:00pm,7:30am - 12:00pm,US/Pacific,1190,Sports & Fitness,9.8,10,797
5:00am - 7:45pm,5:00am - 7:45pm,5:00am - 7:45pm,5:00am - 7:45pm,5:00am - 7:45pm,7:30am - 2:30pm,7:30am - 2:30pm,US/Pacific,1191,"Film & Media; Auto, Boat & Air; Sports & Fitness",4.5,5,2457
5:00am - 9:00pm,5:00am - 9:00pm,5:00am - 9:00pm,5:00am - 9:00pm,5:00am - 9:00pm,7:00am - 3:00pm,7:00am - 3:00pm,US/Pacific,1192,Other; Charity & Causes; Performing & Visual Arts; Science & Tech,9.4,10,361
5:15am - 7:45pm,5:15am - 7:45pm,5:15am - 7:45pm,5:15am - 7:45pm,5:15am - 7:45pm,6:45am - 11:15am,6:45am - 11:15am,US/Pacific,1193,"Other; School Activities; Business; Health; Holidays; Travel & Outdoor; Charity & Causes; Sports & Fitness; Music; Film & Media; Fashion; Family & Education; Government; Home & Lifestyle; Science & Tech; Food & Drink; Performing & Visual Arts; Auto, Boat & Air; Community",4.9,5,60
5:00am - 7:45pm,5:00am - 7:45pm,5:00am - 7:45pm,5:00am - 7:45pm,5:00am - 7:45pm,7:30am - 11:00am,7:30am - 11:00am,US/Pacific,1194,"Auto, Boat & Air; School Activities; Music; Film & Media; Other; Food & Drink; Health; Fashion; Performing & Visual Arts; Spirituality",4.1,5,1581
5:00am - 7:45pm,5:00am - 7:45pm,5:00am - 7:45pm,5:00am - 7:45pm,5:00am - 7:45pm,7:00am - 11:45am,7:00am - 11:45am,US/Pacific,1195,"Community; School Activities; Hobbies; Music; Health; Science & Tech; Auto, Boat & Air; Spirituality; Food & Drink; Other; Holidays; Business; Family & Education; Home & Lifestyle; Government; Performing & Visual Arts; Travel & Outdoor; Fashion; Sports & Fitness; Charity & Causes; Film & Media",9.6,10,36
5:15 AM - 8:00 PM,5:15 AM - 8:00 PM,5:15 AM - 8:00 PM,5:15 AM - 8:00 PM,5:15 AM - 8:00 PM,7:00 AM - 1:30 PM,7:00 AM - 1:30 PM,US/Pacific,1196,Home & Lifestyle; Food & Drink; Charity & Causes,10.0,10,1422
5:15am - 6:30pm,5:15am - 6:30pm,5:15am - 6:30pm,5:15am - 6:30pm,5:15am - 6:30pm,7:30am - 11:00am,7:30am - 11:00am,US/Pacific,1197,,7.8,10,382
6:15am - 7:30pm,6:15am - 7:30pm,6:15am - 7:30pm,6:15am - 7:30pm,6:15am - 7:30pm,8:45am - 12:15pm,8:45am - 12:15pm,US/Pacific,1198,"Hobbies; Family & Education; Home & Lifestyle; Other; Auto, Boat & Air; School Activities; Music; Fashion; Health; Travel & Outdoor; Sports & Fitness",10.0,10,3090
5:15 AM - 8:00 PM,5:15 AM - 8:00 PM,5:15 AM - 8:00 PM,5:15 AM - 8:00 PM,5:15 AM - 8:00 PM,7:00 AM - 11:45 AM,7:00 AM - 11:45 AM,US/Pacific,1199,"Business; Home & Lifestyle; Film & Media; Spirituality; Science & Tech; Other; Charity & Causes; Holidays; Performing & Visual Arts; Hobbies; Family & Education; Sports & Fitness; School Activities; Travel & Outdoor; Food & Drink; Community; Music; Fashion; Health; Auto, Boat & Air",4.9,5,357
5:00am - 8:00pm,5:00am - 8:00pm,5:00am - 8:00pm,5:00am - 8:00pm,5:00am - 8:00pm,7:00am - 12:45pm,7:00am - 12:45pm,US/Pacific,1200,Food & Drink; Music; Holidays; Home & Lifestyle; School Activities; Science & Tech; Fashion; Health,4.2,5,3286
5:00am - 7:45pm,5:00am - 7:45pm,5:00am - 7:45pm,5:00am - 7:45pm,5:00am - 7:45pm,8:00am - 11:30am,8:00am - 11:30am,US/Pacific,1201,,2.8,5,87
5:00am - 6:30pm,5:00am - 6:30pm,5:00am - 6:30pm,5:00am - 6:30pm,5:00am - 6:30pm,7:30am - 11:00am,7:30am - 11:00am,US/Pacific,1202,"Auto, Boat & Air",4.6,5,2439
6:00am - 7:45pm,6:00am - 7:45pm,6:00am - 7:45pm,6:00am - 7:45pm,6:00am - 7:45pm,9:15am - 11:00am,9:15am - 11:00am,US/Pacific,1203,Business; School Activities; Science & Tech; Home & Lifestyle; Sports & Fitness; Food & Drink; Fashion; Other; Spirituality; Film & Media; Music; Travel & Outdoor,4.9,5,415
6:15am - 8:00pm,6:15am - 8:00pm,6:15am - 8:00pm,6:15am - 8:00pm,6:15am - 8:00pm,8:00am - 12:45pm,8:00am - 12:45pm,US/Pacific,1204,Performing & Visual Arts; Music; Home & Lifestyle; Family & Education; Business; Science & Tech; Hobbies; Charity & Causes; Government; Food & Drink; Sports & Fitness; School Activities; Travel & Outdoor; Fashion; Film & Media; Holidays; Spirituality; Health,10.0,10,82
5:30am - 9:00pm,5:30am - 9:00pm,5:30am - 9:00pm,5:30am - 9:00pm,5:30am - 9:00pm,7:00am - 12:00pm,7:00am - 12:00pm,US/Pacific,1205,Business; Health; Music; Science & Tech; Other; Hobbies,4.9,5,733
4:55am - 9:00pm,4:55am - 9:00pm,4:55am - 9:00pm,4:55am - 9:00pm,4:55am - 9:00pm,6:15am - 12:00pm,6:15am - 12:00pm,US/Pacific,1206,"Fashion; Food & Drink; Film & Media; Music; Holidays; Spirituality; Auto, Boat & Air; Other; Travel & Outdoor; Community; Performing & Visual Arts",8.9,10,440
5:00am - 8:25pm,5:00am - 8:25pm,5:00am - 8:25pm,5:00am - 8:25pm,5:00am - 8:25pm,6:45am - 11:30am,6:45am - 11:30am,US/Pacific,1207,Science & Tech; Other; Charity & Causes; Music; School Activities; Family & Education; Travel & Outdoor; Food & Drink; Sports & Fitness; Community; Film & Media; Holidays; Spirituality,5.0,5,98
5:00am - 7:00pm,5:00am - 7:00pm,5:00am - 7:00pm,5:00am - 7:00pm,5:00am - 7:00pm,6:00am - 12:00pm,6:00am - 12:00pm,US/Pacific,1208,Government; Travel & Outdoor; Fashion; Health; Music; Community; Sports & Fitness; Holidays; Business; School Activities; Food & Drink; Other,7.6,10,484
5:00am - 7:30pm,5:00am - 7:30pm,5:00am - 7:30pm,5:00am - 7:30pm,5:00am - 7:30pm,7:30am - 12:15pm,7:30am - 12:15pm,US/Pacific,1209,"Auto, Boat & Air; Fashion; Science & Tech; Music; Travel & Outdoor; Business; Community; Home & Lifestyle; Family & Education; Other; Food & Drink; Government; Spirituality; Charity & Causes",6.4,10,3508
5:00am - 6:45pm,5:00am - 6:45pm,5:00am - 6:45pm,5:00am - 6:45pm,5:00am - 6:45pm,7:30am - 12:15pm,7:30am - 12:15pm,US/Pacific,1210,Government; Other; Food & Drink; Sports & Fitness; Hobbies; Home & Lifestyle; Business,7.2,10,168
4:55am - 8:00pm,4:55am - 8:00pm,4:55am - 8:00pm,4:55am - 8:00pm,4:55am - 8:00pm,7:15am - 11:45am,7:15am - 11:45am,US/Pacific,1211,Family & Education; Health; Business; Spirituality; Hobbies; Fashion; Holidays; Science & Tech; School Activities; Travel & Outdoor; Music,5.0,5,79
5:00am - 8:00pm,5:00am - 8:00pm,5:00am - 8:00pm,5:00am - 8:00pm,5:00am - 8:00pm,6:45am - 11:30am,6:45am - 11:30am,US/Pacific,1212,Hobbies; Charity & Causes; Film & Media; Health; Travel & Outdoor; Government; Holidays; Sports & Fitness,9.9,10,841
5:00am - 7:30pm,5:00am - 7:30pm,5:00am - 7:30pm,5:00am - 7:30pm,5:00am - 7:30pm,7:30am - 1:45pm,7:30am - 1:45pm,US/Pacific,1213,Family & Education; Government; Performing & Visual Arts; School Activities; Science & Tech; Music; Charity & Causes; Hobbies; Fashion; Food & Drink; Travel & Outdoor; Health,10.0,10,999
5:00am - 8:00pm,5:00am - 8:00pm,5:00am - 8:00pm,5:00am - 8:00pm,5:00am - 8:00pm,7:00am - 11:45am,7:00am - 11:45am,US/Pacific,1214,"Health; Charity & Causes; Family & Education; School Activities; Spirituality; Hobbies; Auto, Boat & Air; Fashion; Performing & Visual Arts; Sports & Fitness; Science & Tech; Travel & Outdoor; Government",9.8,10,1663
5:00am - 6:45pm,5:00am - 6:45pm,5:00am - 6:45pm,5:00am - 6:45pm,5:00am - 6:45pm,7:15am - 12:00pm,7:15am - 12:00pm,US/Pacific,1215,"Government; Community; Auto, Boat & Air; Science & Tech; Spirituality; Hobbies; Health; Other; School Activities; Sports & Fitness; Film & Media; Family & Education; Music; Performing & Visual Arts; Holidays; Home & Lifestyle; Food & Drink; Charity & Causes; Travel & Outdoor; Business; Fashion",9.9,10,140
5:00am - 7:45pm,5:00am - 7:45pm,5:00am - 7:45pm,5:00am - 7:45pm,5:00am - 7:45pm,7:00am - 11:45am,7:00am - 11:45am,US/Pacific,1216,"Performing & Visual Arts; Business; Science & Tech; Hobbies; Community; Travel & Outdoor; Film & Media; Charity & Causes; Music; Holidays; Spirituality; Health; Fashion; Government; School Activities; Auto, Boat & Air; Other",9.0,10,117
5:15 AM - 8:00 PM,5:15 AM - 8:00 PM,5:15 AM - 8:00 PM,5:15 AM - 8:00 PM,5:15 AM - 8:00 PM,7:30 AM - 1:15 PM,7:30 AM - 1:15 PM,US/Pacific,1217,"School Activities; Music; Spirituality; Film & Media; Auto, Boat & Air; Hobbies; Performing & Visual Arts; Charity & Causes; Travel & Outdoor; Home & Lifestyle; Health",4.2,5,295
5:00am - 7:45pm,5:00am - 7:45pm,5:00am - 7:45pm,5:00am - 7:45pm,5:00am - 7:45pm,7:00am - 12:15pm,7:00am - 12:15pm,US/Pacific,1218,"Community; Travel & Outdoor; School Activities; Home & Lifestyle; Fashion; Film & Media; Other; Music; Business; Food & Drink; Spirituality; Hobbies; Charity & Causes; Science & Tech; Government; Family & Education; Auto, Boat & Air; Health; Performing & Visual Arts",9.9,10,79
5:00am - 8:15pm,5:00am - 8:15pm,5:00am - 8:15pm,5:00am - 8:15pm,5:00am - 8:15pm,7:00am - 11:30am,7:00am - 11:30am,US/Pacific,1219,Spirituality; Food & Drink; Charity & Causes; Community,9.8,10,349
8:00 AM - 9:45 PM,8:00 AM - 9:45 PM,8:00 AM - 9:45 PM,8:00 AM - 9:45 PM,8:00 AM - 9:45 PM,8:00 AM - 9:45 PM,8:00 AM - 9:45 PM,US/Pacific,1220,"Government; Community; Music; Film & Media; Auto, Boat & Air; Hobbies; School Activities; Business",9.6,10,3602
5:00am - 9:00pm,5:00am - 9:00pm,5:00am - 9:00pm,5:00am - 9:00pm,5:00am - 9:00pm,6:05am - 2:30pm,6:05am - 2:30pm,US/Pacific,1221,"Holidays; Sports & Fitness; Health; Food & Drink; Science & Tech; Home & Lifestyle; Family & Education; Business; Government; Travel & Outdoor; School Activities; Fashion; Hobbies; Community; Charity & Causes; Music; Other; Spirituality; Auto, Boat & Air",5.0,5,510
6:00 AM - 9:30 PM,6:00 AM - 9:30 PM,6:00 AM - 9:30 PM,6:00 AM - 9:30 PM,6:00 AM - 9:30 PM,8:00 AM - 2:00 PM,8:00 AM - 2:00 PM,US/Pacific,1222,Family & Education; Other,9.7,10,3263
5:30 AM - 8:15 PM,5:30 AM - 8:15 PM,5:30 AM - 8:15 PM,5:30 AM - 8:15 PM,5:30 AM - 8:15 PM,7:00 AM - 12:45 PM,7:00 AM - 12:45 PM,US/Pacific,1223,"Film & Media; Health; Fashion; Holidays; Business; Travel & Outdoor; Hobbies; Food & Drink; Music; Other; Family & Education; Science & Tech; Charity & Causes; Performing & Visual Arts; Spirituality; School Activities; Auto, Boat & Air; Community; Sports & Fitness",9.6,10,911
4:55am - 8:00pm,4:55am - 8:00pm,4:55am - 8:00pm,4:55am - 8:00pm,4:55am - 8:00pm,7:00am - 11:15am,7:00am - 11:15am,US/Pacific,1224,"Sports & Fitness; Food & Drink; Film & Media; Music; Auto, Boat & Air; Charity & Causes; Health; Hobbies; Science & Tech",9.6,10,2430
5:00am - 7:00pm,5:00am - 7:00pm,5:00am - 7:00pm,5:00am - 7:00pm,5:00am - 7:00pm,7:30am - 11:00am,7:30am - 11:00am,US/Pacific,1225,"Holidays; Auto, Boat & Air; Charity & Causes; Family & Education; Other; Community; Science & Tech; Sports & Fitness; Fashion; Travel & Outdoor; School Activities; Hobbies; Government; Health; Film & Media",9.5,10,201
5:15am - 7:45pm,5:15am - 7:45pm,5:15am - 7:45pm,5:15am - 7:45pm,5:15am - 7:45pm,8:00am - 12:45pm,8:00am - 12:45pm,US/Pacific,1226,Business; Charity & Causes; Music; Hobbies,4.8,5,1202
5:00am - 7:45pm,5:00am - 7:45pm,5:00am - 7:45pm,5:00am - 7:45pm,5:00am - 7:45pm,7:00am - 11:00am,7:00am - 11:00am,US/Pacific,1227,Spirituality; Fashion; Government; Performing & Visual Arts; School Activities; Other; Science & Tech; Food & Drink; Hobbies; Film & Media; Music; Travel & Outdoor; Sports & Fitness; Community; Health; Family & Education; Charity & Causes; Holidays; Home & Lifestyle,10.0,10,203
5:00am - 7:30pm,5:00am - 7:30pm,5:00am - 7:30pm,5:00am - 7:30pm,5:00am - 7:30pm,8:00am - 11:30am,8:00am - 11:30am,US/Pacific,1228,Community; Travel & Outdoor; Film & Media; Hobbies; Government; Holidays; Science & Tech; Business; Health; School Activities; Home & Lifestyle; Food & Drink,5.5,10,61
7:30 AM - 8:30 PM,7:30 AM - 8:30 PM,7:30 AM - 8:30 PM,7:30 AM - 8:30 PM,7:30 AM - 8:30 PM,9:30 AM - 12:00 PM,9:30 AM - 12:00 PM,US/Pacific,1229,"Charity & Causes; Holidays; Food & Drink; Auto, Boat & Air; Performing & Visual Arts",8.8,10,112
5:45 AM - 9:00 PM,5:45 AM - 9:00 PM,5:45 AM - 9:00 PM,5:45 AM - 9:00 PM,5:45 AM - 9:00 PM,7:00 AM - 1:00 PM,7:00 AM - 1:00 PM,US/Pacific,1230,"Holidays; Home & Lifestyle; Performing & Visual Arts; Music; Sports & Fitness; Auto, Boat & Air; Science & Tech",4.9,5,76
5:00am - 7:45pm,5:00am - 7:45pm,5:00am - 7:45pm,5:00am - 7:45pm,5:00am - 7:45pm,6:00am - 11:45am,6:00am - 11:45am,US/Pacific,1231,"Family & Education; Science & Tech; Fashion; School Activities; Music; Community; Health; Film & Media; Holidays; Other; Auto, Boat & Air; Hobbies; Food & Drink; Spirituality",7.0,10,987
5:00am - 7:45pm,5:00am - 7:45pm,5:00am - 7:45pm,5:00am - 7:45pm,5:00am - 7:45pm,7:20am - 11:30am,7:20am - 11:30am,US/Pacific,1232,"Business; Travel & Outdoor; Science & Tech; Hobbies; Community; Home & Lifestyle; Fashion; Spirituality; Charity & Causes; Holidays; Other; Food & Drink; Music; Auto, Boat & Air",1.6,10,228
5:15am - 6:45pm,5:15am - 6:45pm,5:15am - 6:45pm,5:15am - 6:45pm,5:15am - 6:45pm,7:00am - 12:05pm,7:00am - 12:05pm,US/Pacific,1233,,9.8,10,490
